dates,store,link,asin,category
21-01-25,amazon,https://www.amazon.com/gp/offer-listing/B08NX14LV1,B08NX14LV1,rx6800xt
21-01-25,amazon,https://www.amazon.com/gp/offer-listing/B08NX14LV1,B08NX14LV1,rx6800xt
21-01-30,amazon,https://www.amazon.com/dp/B08NX14LV1#aod,B08NX14LV1,rx6800xt
21-02-01,amazon,https://www.amazon.com/dp/B08NXXT7WN/?tag=data20-20,B08NXXT7WN,rx6800xt
21-02-02,amazon,https://www.amazon.com/dp/B08NXXT7WN/?tag=data20-20,B08NXXT7WN,rx6800xt
21-02-02,amazon,https://www.amazon.com/dp/B08NXXT7WN/?tag=data20-20,B08NXXT7WN,rx6800xt
21-02-06,amazon,https://www.amazon.com/dp/B08NXVNMPQ/?tag=data20-20#aod,B08NXVNMPQ,rx6800xt
21-02-09,amazon,https://amazon.com/dp/B08T9H18TJ?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08T9H18TJ,rx6800xt
21-02-09,amazon,https://amazon.com/dp/B08T9H18TJ?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08T9H18TJ,rx6800xt
21-02-09,amazon,https://amazon.com/dp/B08T9H18TJ?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08T9H18TJ,rx6800xt
21-02-09,amazon,https://amazon.com/dp/B08NXXT7WN?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08NXXT7WN,rx6800xt
21-02-09,amazon,https://amazon.com/dp/B08T9H18TJ?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08T9H18TJ,rx6800xt
21-02-09,amazon,https://amazon.com/dp/B08NX14LV1?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08NX14LV1,rx6800xt
21-02-09,amazon,https://amazon.com/dp/B08T9H18TJ?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08T9H18TJ,rx6800xt
21-02-09,amazon,https://amazon.com/dp/B08NXXT7WN?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08NXXT7WN,rx6800xt
21-02-09,amazon,https://amazon.com/dp/B08T9H18TJ?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08T9H18TJ,rx6800xt
