dates,store,link,asin,category
21-03-18,amazon,https://amazon.com/dp/B08YKH7VMN?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08YKH7VMN,rx6700
21-03-18,amazon,https://amazon.com/dp/B08YK97LKC?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08YK97LKC,rx6700
21-03-18,amazon,https://amazon.com/dp/B08YK97LKC?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08YK97LKC,rx6700
21-03-18,amazon,https://amazon.com/dp/B08YK97LKC?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08YK97LKC,rx6700
21-03-18,amazon,https://amazon.com/dp/B08YK97LKC?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08YK97LKC,rx6700
21-03-18,amazon,https://amazon.com/dp/B08YKH7VMN?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08YKH7VMN,rx6700
21-03-18,amazon,https://amazon.com/dp/B08YKH7VMN?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08YKH7VMN,rx6700
21-03-18,amazon,https://amazon.com/dp/B08YKH7VMN?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08YKH7VMN,rx6700
21-03-18,amazon,https://amazon.com/dp/B08YKH7VMN?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08YKH7VMN,rx6700
21-03-18,amazon,https://amazon.com/dp/B08YKCRB74?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08YKCRB74,rx6700
21-03-18,amazon,https://amazon.com/dp/B08YKCRB74?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08YKCRB74,rx6700
21-03-18,amazon,https://amazon.com/dp/B08YKCRB74?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08YKCRB74,rx6700
21-03-18,amazon,https://amazon.com/dp/B08YKCRB74?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08YKCRB74,rx6700
21-03-18,amazon,https://amazon.com/dp/B08YKCRB74?smid=ATVPDKIKX0DER&tag=data20-20#aod,B08YKCRB74,rx6700
